source_url,source_path,clicks,impressions,position,mapped_target,mapping_status,top_queries,priority_score
"https://khangvuongbooking.com/kinh-hai-chuyen-ma-am-o-khach-san-grand-hyatt-dai-bac/","/kinh-hai-chuyen-ma-am-o-khach-san-grand-hyatt-dai-bac","530","4167","10.093352531797457","/cam-nang-bay","mapping_defined_unverified","grand hyatt đài loan | grandhyatt taipei | khách sạn bên đường tại đài bắc | khách sạn đài bắc | grand hyatt taipei","534416.0664746821"
"https://khangvuongbooking.com/","/","154","27263","11.403220481971903","/","mapping_defined_unverified","khang vuong booking | vé máy bay mai trí vương | khang vuong | đặt vé máy bay giá rẻ | ve may bay","181498.96779518027"
"https://khangvuongbooking.com/huong-dan-doi-ngay-bay-cac-hang-hang-khong/","/huong-dan-doi-ngay-bay-cac-hang-hang-khong","126","27871","7.4730364895411","/hang-bay","mapping_defined_unverified","vé máy bay có đổi ngày được không | vé máy bay có thể đổi ngày được không | mua vé máy bay có đổi ngày được không | vé máy bay có đổi được ngày không | có đổi được vé máy bay không","154146.2696351046"
"https://khangvuongbooking.com/gioi-thieu-khang-vuong-booking/","/gioi-thieu-khang-vuong-booking","99","2277","17.63153271848924","/hang-bay","mapping_defined_unverified","khang vuong | khang vuong booking | gửi hàng đi malaysia giá rẻ uy tín | mua hanh ly eva air | đại lý flyscoot","101450.68467281511"
"https://khangvuongbooking.com/ve-may-bay-ha-noi-di-thanh-dao-son-dong/","/ve-may-bay-ha-noi-di-thanh-dao-son-dong","84","9495","8.529647182727752","","needs_mapping_review","vé máy bay hà nội thanh đảo | vé máy bay đi sơn đông trung quốc | vé máy bay đi thanh đảo | vé máy bay đi thanh đảo trung quốc | hà nội thanh đảo","93759.70352817273"
"https://khangvuongbooking.com/ve-may-bay-ha-noi-di-hang-chau/","/ve-may-bay-ha-noi-di-hang-chau","81","10254","9.87565827969573","/ve-may-bay","mapping_defined_unverified","bay từ hà nội đến hàng châu mất bao lâu | bay thẳng hà nội hàng châu | vé máy bay đi hàng châu | vé máy bay hà nội hàng châu | giá vé máy bay hà nội hàng châu","91505.24341720305"
"https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-thanh-dao-son-dong/","/ve-may-bay-ho-chi-minh-di-thanh-dao-son-dong","78","6689","7.909104499925251","","needs_mapping_review","vé máy bay đi thanh đảo | vé máy bay đi thanh đảo trung quốc | vé máy bay đi sơn đông trung quốc | sơn đông trung quốc cách việt nam bao nhiêu km | chuyến bay tới thanh đảo","84959.90895500075"
"https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-cap-nhi-tan/","/ve-may-bay-ho-chi-minh-di-cap-nhi-tan","67","5255","7.9977164605137965","/ve-may-bay","mapping_defined_unverified","chuyến bay tới cáp nhĩ tân | vé máy bay đi cáp nhĩ tân | hành lý 23kg đi cáp nhĩ tân có thể mang gì | vé máy bay cáp nhĩ tân | chuyến bay từ tp. hồ chí minh đến cáp nhĩ tân","72525.02283539486"
"https://khangvuongbooking.com/ve-may-bay-ha-noi-di-urumqi-tan-cuong/","/ve-may-bay-ha-noi-di-urumqi-tan-cuong","45","4277","8.689501987374328","/ve-may-bay","mapping_defined_unverified","bay hà nội tân cương mất bao lâu | vé máy bay đi urumqi | thời tiết urumqi | chuyến bay tới ürümqi | vé máy bay hà nội thiên tân","49540.104980126256"
"https://khangvuongbooking.com/so-dien-thoai-tong-dai-china-eastern-airlines/","/so-dien-thoai-tong-dai-china-eastern-airlines","42","3653","10.007391185327128","/hang-bay","mapping_defined_unverified","hotline china eastern airlines | tổng đài china eastern airlines | china eastern airlines hotline | văn phòng đại diện china eastern airlines tại hà nội | dai ly china eastern airlines","45902.92608814673"
"https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-urumqi-tan-cuong/","/ve-may-bay-ho-chi-minh-di-urumqi-tan-cuong","40","3072","9.631184895833334","/ve-may-bay","mapping_defined_unverified","vé máy bay đi tân cương | vé máy bay tân cương | vé máy bay đi urumqi | chuyến bay tới ürümqi | thời tiết urumqi","43325.688151041664"
"https://khangvuongbooking.com/dai-ly-phong-ve-starlux-airlines/","/dai-ly-phong-ve-starlux-airlines","38","2659","7.480631816472358","/hang-bay","mapping_defined_unverified","văn phòng đại diện starlux airlines tại tphcm | hãng bay starlux của nước nào | văn phòng starlux airlines | starlux airlines là hãng nào | starlux airlines của nước nào","40934.19368183528"
"https://khangvuongbooking.com/booking/","/booking","33","7596","3.1276987888362298","/cam-nang-bay","mapping_defined_unverified","95h lý nam đế | khang vuong booking | site:khangvuongbooking.com | 95 lý nam đế | 95 lý nam đế hoàn kiếm hà nội","40914.72301211164"
