source_url,source_path,clicks,impressions,position,mapped_target,mapping_status,top_queries,priority_score
"https://khangvuongbooking.com/tag/dai-ly-cebu-pacific/","/tag/dai-ly-cebu-pacific","2","1586","13.47982345523329","/cam-nang-bay","mapping_defined_unverified","dai ly cebu pacific | site:khangvuongbooking.com | đại lý cebu pacific | phong ve cebu pacific | cecbu","3801.201765447667"
"https://khangvuongbooking.com/ve-may-bay-di-nga-moscow/","/ve-may-bay-di-nga-moscow","0","3707","36.48907472349609","/ve-may-bay","mapping_defined_unverified","vé máy bay đi moscow | ve may bay di nga | khoảng cách từ hà nội đến moscow | vé máy bay đi nga | vé máy bay hà nội đi nga","3707"
"https://khangvuongbooking.com/nhung-dieu-ban-chua-biet-ve-thanh-pho-los-angeles/","/nhung-dieu-ban-chua-biet-ve-thanh-pho-los-angeles","3","615","26.652032520325204","/cam-nang-bay","mapping_defined_unverified","los angeles | thành phố los angeles | la | los angeles ở bang nào | los angeles ở nước nào","3698.479674796748"
"https://khangvuongbooking.com/ve-may-bay-ha-noi-di-vancouver-canada/","/ve-may-bay-ha-noi-di-vancouver-canada","2","1689","39.32208407341622","","needs_mapping_review","khách sạn giá rẻ tại vancouver | vé máy bay từ hà nội đi vancouver | vé máy bay đi vancouver | vé máy bay hà nội canada | vé máy bay hà nội vancouver","3689"
"https://khangvuongbooking.com/gia-ve-may-bay-sai-gon-tp-hcm-di-houston-iah-my-thang-11-12/","/gia-ve-may-bay-sai-gon-tp-hcm-di-houston-iah-my-thang-11-12","3","602","26.727574750830566","","needs_mapping_review","vé máy bay từ houston đi tp. hồ chí minh | vé máy bay đi houston | vé máy bay từ tphcm đi houston | vé máy bay từ tp. hồ chí minh đi houston | vé máy bay từ tp hồ chí minh đi houston","3684.724252491694"
"https://khangvuongbooking.com/dat-ve-may-bay-sai-gon-tp-hcm-di-dallas-texas-my-thang-7/","/dat-ve-may-bay-sai-gon-tp-hcm-di-dallas-texas-my-thang-7","3","557","24.18132854578097","","needs_mapping_review","vé máy bay đi dallas | vé máy bay đi texas | vé máy bay đi dallas-fort worth | ho chi minh city dallas | vé máy bay đi texas mỹ","3665.18671454219"
"https://khangvuongbooking.com/ban-ve-sai-gon-tp-hcm-di-honolulu-my-thang-10/","/ban-ve-sai-gon-tp-hcm-di-honolulu-my-thang-10","3","486","20.0761316872428","/hang-bay","mapping_defined_unverified","vé máy bay đi honolulu | khách sạn giá rẻ tại honolulu | vé máy bay từ tp. hồ chí minh đi honolulu | vé máy bay đi hawaii | honolulu","3635.238683127572"
"https://khangvuongbooking.com/ban-ve-sai-gon-tp-hcm-di-miami-florida-my-thang-10/","/ban-ve-sai-gon-tp-hcm-di-miami-florida-my-thang-10","3","423","16.55082742316785","/hang-bay","mapping_defined_unverified","vé máy bay đi miami | vé máy bay từ tp. hồ chí minh đi miami | tp miami | du lịch bờ tây nước mỹ | miami tp","3607.4917257683214"
"https://khangvuongbooking.com/dat-ve-may-bay-sai-gon-tp-hcm-di-houston-my-thang-7/","/dat-ve-may-bay-sai-gon-tp-hcm-di-houston-my-thang-7","3","464","20.85560344827586","/ve-may-bay","mapping_defined_unverified","vé máy bay đi houston | vé máy bay từ tphcm đi houston | vé máy bay từ houston về sài gòn | vé máy bay đi texas | vé máy bay houston sài gòn","3605.4439655172414"
"https://khangvuongbooking.com/chuyen-bay-ha-noi-di-chicago-my-thang-9/","/chuyen-bay-ha-noi-di-chicago-my-thang-9","3","459","20.41830065359477","/hang-bay","mapping_defined_unverified","vé máy bay từ hà nội đi chicago | vé máy bay đi chicago | vé máy bay từ chicago về việt nam | ve may bay di chicago | site:khangvuongbooking.com","3604.8169934640523"
"https://khangvuongbooking.com/dat-ve-may-bay-ha-noi-di-seattle-my-thang-7/","/dat-ve-may-bay-ha-noi-di-seattle-my-thang-7","3","568","33.098591549295776","","needs_mapping_review","ve may bay di seattle my | vé máy bay đi seattle | ve may bay di seattle | vé máy bay seattle sài gòn | ve di my thang 7","3587.0140845070423"
