source_url,source_path,clicks,impressions,position,mapped_target,mapping_status,top_queries,priority_score
"https://khangvuongbooking.com/dat-mua-ve-may-bay-ha-noi-di-my-thang-12/","/dat-mua-ve-may-bay-ha-noi-di-my-thang-12","1","198","19.752525252525253","","needs_mapping_review","vé máy bay đi mỹ tháng 12 | ve may bay di mỹ thang 12 | vé máy bay hà nội đi mỹ | vé máy bay từ hà nội đi mỹ","1350.4747474747473"
"https://khangvuongbooking.com/gia-ve-ha-noi-di-my-thang-1-2-3/","/gia-ve-ha-noi-di-my-thang-1-2-3","1","101","10.128712871287128","","needs_mapping_review","khang vuong booking | giá vé đi mỹ bao nhiêu tiền | eva airline vé máy bay đi mỹ california rẻ | giá vé hạng thương gia đi mỹ | giá vé máy bay đi mỹ khứ hồi 2024","1349.7128712871288"
"https://khangvuongbooking.com/tag/ve-may-bay-88-000-d-cua-jetstar/","/tag/ve-may-bay-88-000-d-cua-jetstar","1","84","8.464285714285715","/ve-may-bay","mapping_defined_unverified","maybay88 | site:khangvuongbooking.com","1349.357142857143"
"https://khangvuongbooking.com/dat-ve-may-bay-ha-noi-di-seattle-my-thang-8/","/dat-ve-may-bay-ha-noi-di-seattle-my-thang-8","1","166","17.066265060240966","","needs_mapping_review","vé máy bay đi seattle | ve may bay di my thang 8 | ve may bay di seattle","1345.3373493975903"
"https://khangvuongbooking.com/dam-chim-trong-thien-duong-banh-ngot-cua-nuoc-phap/","/dam-chim-trong-thien-duong-banh-ngot-cua-nuoc-phap","1","78","8.974358974358974","/cam-nang-bay","mapping_defined_unverified","thiên đường bánh ngọt","1338.2564102564102"
"https://khangvuongbooking.com/chuyen-bay-ha-noi-di-seattle-my-thang-9/","/chuyen-bay-ha-noi-di-seattle-my-thang-9","1","107","12.504672897196262","","needs_mapping_review","ve may bay di seattle | site:khangvuongbooking.com | ve may bay di seattle my | vé máy bay đi seattle","1331.9532710280373"
"https://khangvuongbooking.com/tag/vietjet-air-km-ve-tu-880-000d/","/tag/vietjet-air-km-ve-tu-880-000d","1","1","2","/cam-nang-bay","mapping_defined_unverified","","1331"
"https://khangvuongbooking.com/ve-may-bay-da-nang-di-dai-loan-gia-re/","/ve-may-bay-da-nang-di-dai-loan-gia-re","1","287","30.64808362369338","","needs_mapping_review","vé máy bay đà nẵng đi đài loan | vé máy bay đà nẵng đài loan | vé máy bay từ đà nẵng đi đài bắc | vé máy bay đài loan đà nẵng | vé máy bay đà nẵng đi đài trung","1330.5191637630662"
"https://khangvuongbooking.com/vna-uu-dai-7000-ve-noi-dia-giam-20-ky-niem-ngay-thuong-binh-liet-sy/","/vna-uu-dai-7000-ve-noi-dia-giam-20-ky-niem-ngay-thuong-binh-liet-sy","1","46","7.260869565217392","/khuyen-mai","mapping_defined_unverified","","1323.391304347826"
"https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-gwangju-han-quoc-gia-re/","/ve-may-bay-ho-chi-minh-di-gwangju-han-quoc-gia-re","1","98","13.540816326530612","","needs_mapping_review","vé máy bay đi kwangju | sân bay gwangju","1312.591836734694"
